test_id,node,test_category,test_description,test,result,failure_reason
210,leaf4-DC2,Interface State,Vlan Interface & Line Protocol == "up",Vlan3099 - MLAG_PEER_L3_iBGP: vrf VRF_1,PASS,
211,borderleaf1-DC1,Interface State,Vxlan Interface Status & Line Protocol == "up",Vxlan1,PASS,
212,borderleaf1-DC2,Interface State,Vxlan Interface Status & Line Protocol == "up",Vxlan1,PASS,
213,borderleaf2-DC1,Interface State,Vxlan Interface Status & Line Protocol == "up",Vxlan1,PASS,
214,borderleaf2-DC2,Interface State,Vxlan Interface Status & Line Protocol == "up",Vxlan1,PASS,
215,leaf1-DC1,Interface State,Vxlan Interface Status & Line Protocol == "up",Vxlan1,PASS,
216,leaf1-DC2,Interface State,Vxlan Interface Status & Line Protocol == "up",Vxlan1,PASS,
217,leaf2-DC1,Interface State,Vxlan Interface Status & Line Protocol == "up",Vxlan1,PASS,
218,leaf2-DC2,Interface State,Vxlan Interface Status & Line Protocol == "up",Vxlan1,PASS,
219,leaf3-DC1,Interface State,Vxlan Interface Status & Line Protocol == "up",Vxlan1,PASS,
220,leaf3-DC2,Interface State,Vxlan Interface Status & Line Protocol == "up",Vxlan1,PASS,
221,leaf4-DC1,Interface State,Vxlan Interface Status & Line Protocol == "up",Vxlan1,PASS,
222,leaf4-DC2,Interface State,Vxlan Interface Status & Line Protocol == "up",Vxlan1,PASS,
223,borderleaf1-DC1,Interface State,Loopback Interface Status & Line Protocol == "up",Loopback0 - EVPN_Overlay_Peering,PASS,
224,borderleaf1-DC1,Interface State,Loopback Interface Status & Line Protocol == "up",Loopback1 - VTEP_VXLAN_Tunnel_Source,PASS,
225,borderleaf1-DC2,Interface State,Loopback Interface Status & Line Protocol == "up",Loopback0 - EVPN_Overlay_Peering,PASS,
226,borderleaf1-DC2,Interface State,Loopback Interface Status & Line Protocol == "up",Loopback1 - VTEP_VXLAN_Tunnel_Source,PASS,
227,borderleaf2-DC1,Interface State,Loopback Interface Status & Line Protocol == "up",Loopback0 - EVPN_Overlay_Peering,PASS,
228,borderleaf2-DC1,Interface State,Loopback Interface Status & Line Protocol == "up",Loopback1 - VTEP_VXLAN_Tunnel_Source,PASS,
229,borderleaf2-DC2,Interface State,Loopback Interface Status & Line Protocol == "up",Loopback0 - EVPN_Overlay_Peering,PASS,
230,borderleaf2-DC2,Interface State,Loopback Interface Status & Line Protocol == "up",Loopback1 - VTEP_VXLAN_Tunnel_Source,PASS,
231,leaf1-DC1,Interface State,Loopback Interface Status & Line Protocol == "up",Loopback0 - EVPN_Overlay_Peering,PASS,
232,leaf1-DC1,Interface State,Loopback Interface Status & Line Protocol == "up",Loopback1 - VTEP_VXLAN_Tunnel_Source,PASS,
233,leaf1-DC2,Interface State,Loopback Interface Status & Line Protocol == "up",Loopback0 - EVPN_Overlay_Peering,PASS,
234,leaf1-DC2,Interface State,Loopback Interface Status & Line Protocol == "up",Loopback1 - VTEP_VXLAN_Tunnel_Source,PASS,
235,leaf2-DC1,Interface State,Loopback Interface Status & Line Protocol == "up",Loopback0 - EVPN_Overlay_Peering,PASS,
236,leaf2-DC1,Interface State,Loopback Interface Status & Line Protocol == "up",Loopback1 - VTEP_VXLAN_Tunnel_Source,PASS,
237,leaf2-DC2,Interface State,Loopback Interface Status & Line Protocol == "up",Loopback0 - EVPN_Overlay_Peering,PASS,
238,leaf2-DC2,Interface State,Loopback Interface Status & Line Protocol == "up",Loopback1 - VTEP_VXLAN_Tunnel_Source,PASS,
239,leaf3-DC1,Interface State,Loopback Interface Status & Line Protocol == "up",Loopback0 - EVPN_Overlay_Peering,PASS,
240,leaf3-DC1,Interface State,Loopback Interface Status & Line Protocol == "up",Loopback1 - VTEP_VXLAN_Tunnel_Source,PASS,
241,leaf3-DC2,Interface State,Loopback Interface Status & Line Protocol == "up",Loopback0 - EVPN_Overlay_Peering,PASS,
242,leaf3-DC2,Interface State,Loopback Interface Status & Line Protocol == "up",Loopback1 - VTEP_VXLAN_Tunnel_Source,PASS,
243,leaf4-DC1,Interface State,Loopback Interface Status & Line Protocol == "up",Loopback0 - EVPN_Overlay_Peering,PASS,
244,leaf4-DC1,Interface State,Loopback Interface Status & Line Protocol == "up",Loopback1 - VTEP_VXLAN_Tunnel_Source,PASS,
245,leaf4-DC2,Interface State,Loopback Interface Status & Line Protocol == "up",Loopback0 - EVPN_Overlay_Peering,PASS,
246,leaf4-DC2,Interface State,Loopback Interface Status & Line Protocol == "up",Loopback1 - VTEP_VXLAN_Tunnel_Source,PASS,
247,spine1-DC1,Interface State,Loopback Interface Status & Line Protocol == "up",Loopback0 - EVPN_Overlay_Peering,PASS,
248,spine1-DC2,Interface State,Loopback Interface Status & Line Protocol == "up",Loopback0 - EVPN_Overlay_Peering,PASS,
249,spine2-DC1,Interface State,Loopback Interface Status & Line Protocol == "up",Loopback0 - EVPN_Overlay_Peering,PASS,
250,spine2-DC2,Interface State,Loopback Interface Status & Line Protocol == "up",Loopback0 - EVPN_Overlay_Peering,PASS,
251,spine3-DC1,Interface State,Loopback Interface Status & Line Protocol == "up",Loopback0 - EVPN_Overlay_Peering,PASS,
252,spine3-DC2,Interface State,Loopback Interface Status & Line Protocol == "up",Loopback0 - EVPN_Overlay_Peering,PASS,
253,borderleaf1-DC1,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet1 - remote: borderleaf2-DC1_Ethernet1,PASS,
254,borderleaf1-DC1,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet2 - remote: borderleaf2-DC1_Ethernet2,PASS,
255,borderleaf1-DC1,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet3 - remote: spine1-DC1_Ethernet6,PASS,
256,borderleaf1-DC1,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet4 - remote: spine2-DC1_Ethernet6,PASS,
257,borderleaf1-DC1,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet5 - remote: spine3-DC1_Ethernet6,PASS,
258,borderleaf1-DC2,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet1 - remote: borderleaf2-DC2_Ethernet1,PASS,
259,borderleaf1-DC2,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet2 - remote: borderleaf2-DC2_Ethernet2,PASS,
260,borderleaf1-DC2,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet3 - remote: spine1-DC2_Ethernet6,PASS,
261,borderleaf1-DC2,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet4 - remote: spine2-DC2_Ethernet6,PASS,
262,borderleaf1-DC2,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet5 - remote: spine3-DC2_Ethernet6,PASS,
263,borderleaf2-DC1,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet1 - remote: borderleaf1-DC1_Ethernet1,PASS,
264,borderleaf2-DC1,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet2 - remote: borderleaf1-DC1_Ethernet2,PASS,
265,borderleaf2-DC1,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet3 - remote: spine1-DC1_Ethernet7,PASS,
266,borderleaf2-DC1,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet4 - remote: spine2-DC1_Ethernet7,PASS,
267,borderleaf2-DC1,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet5 - remote: spine3-DC1_Ethernet7,PASS,
268,borderleaf2-DC2,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet1 - remote: borderleaf1-DC2_Ethernet1,PASS,
269,borderleaf2-DC2,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet2 - remote: borderleaf1-DC2_Ethernet2,PASS,
270,borderleaf2-DC2,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet3 - remote: spine1-DC2_Ethernet7,PASS,
271,borderleaf2-DC2,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet4 - remote: spine2-DC2_Ethernet7,PASS,
272,borderleaf2-DC2,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet5 - remote: spine3-DC2_Ethernet7,PASS,
273,leaf1-DC1,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet1 - remote: leaf2-DC1_Ethernet1,PASS,
274,leaf1-DC1,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet2 - remote: leaf2-DC1_Ethernet2,PASS,
275,leaf1-DC1,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet3 - remote: spine1-DC1_Ethernet2,PASS,
276,leaf1-DC1,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet4 - remote: spine2-DC1_Ethernet2,PASS,
277,leaf1-DC1,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet5 - remote: spine3-DC1_Ethernet2,PASS,
278,leaf1-DC2,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet1 - remote: leaf2-DC2_Ethernet1,PASS,
279,leaf1-DC2,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet2 - remote: leaf2-DC2_Ethernet2,PASS,
280,leaf1-DC2,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet3 - remote: spine1-DC2_Ethernet2,PASS,
281,leaf1-DC2,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet4 - remote: spine2-DC2_Ethernet2,PASS,
282,leaf1-DC2,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet5 - remote: spine3-DC2_Ethernet2,PASS,
283,leaf2-DC1,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet1 - remote: leaf1-DC1_Ethernet1,PASS,
284,leaf2-DC1,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet2 - remote: leaf1-DC1_Ethernet2,PASS,
285,leaf2-DC1,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet3 - remote: spine1-DC1_Ethernet3,PASS,
286,leaf2-DC1,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet4 - remote: spine2-DC1_Ethernet3,PASS,
287,leaf2-DC1,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet5 - remote: spine3-DC1_Ethernet3,PASS,
288,leaf2-DC2,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet1 - remote: leaf1-DC2_Ethernet1,PASS,
289,leaf2-DC2,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet2 - remote: leaf1-DC2_Ethernet2,PASS,
290,leaf2-DC2,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet3 - remote: spine1-DC2_Ethernet3,PASS,
291,leaf2-DC2,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet4 - remote: spine2-DC2_Ethernet3,PASS,
292,leaf2-DC2,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet5 - remote: spine3-DC2_Ethernet3,PASS,
293,leaf3-DC1,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet1 - remote: leaf4-DC1_Ethernet1,PASS,
294,leaf3-DC1,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet2 - remote: leaf4-DC1_Ethernet2,PASS,
295,leaf3-DC1,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet3 - remote: spine1-DC1_Ethernet4,PASS,
296,leaf3-DC1,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet4 - remote: spine2-DC1_Ethernet4,PASS,
297,leaf3-DC1,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet5 - remote: spine3-DC1_Ethernet4,PASS,
298,leaf3-DC2,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet1 - remote: leaf4-DC2_Ethernet1,PASS,
299,leaf3-DC2,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet2 - remote: leaf4-DC2_Ethernet2,PASS,
300,leaf3-DC2,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet3 - remote: spine1-DC2_Ethernet4,PASS,
301,leaf3-DC2,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet4 - remote: spine2-DC2_Ethernet4,PASS,
302,leaf3-DC2,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet5 - remote: spine3-DC2_Ethernet4,PASS,
303,leaf4-DC1,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet1 - remote: leaf3-DC1_Ethernet1,PASS,
304,leaf4-DC1,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet2 - remote: leaf3-DC1_Ethernet2,PASS,
305,leaf4-DC1,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet3 - remote: spine1-DC1_Ethernet5,PASS,
306,leaf4-DC1,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet4 - remote: spine2-DC1_Ethernet5,PASS,
307,leaf4-DC1,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet5 - remote: spine3-DC1_Ethernet5,PASS,
308,leaf4-DC2,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet1 - remote: leaf3-DC2_Ethernet1,PASS,
309,leaf4-DC2,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet2 - remote: leaf3-DC2_Ethernet2,PASS,
310,leaf4-DC2,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet3 - remote: spine1-DC2_Ethernet5,PASS,
311,leaf4-DC2,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet4 - remote: spine2-DC2_Ethernet5,PASS,
312,leaf4-DC2,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet5 - remote: spine3-DC2_Ethernet5,PASS,
313,spine1-DC1,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet2 - remote: leaf1-DC1_Ethernet3,PASS,
314,spine1-DC1,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet3 - remote: leaf2-DC1_Ethernet3,PASS,
315,spine1-DC1,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet4 - remote: leaf3-DC1_Ethernet3,PASS,
316,spine1-DC1,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet5 - remote: leaf4-DC1_Ethernet3,PASS,
317,spine1-DC1,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet6 - remote: borderleaf1-DC1_Ethernet3,PASS,
318,spine1-DC1,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet7 - remote: borderleaf2-DC1_Ethernet3,PASS,
319,spine1-DC2,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet2 - remote: leaf1-DC2_Ethernet3,PASS,
320,spine1-DC2,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet3 - remote: leaf2-DC2_Ethernet3,PASS,
321,spine1-DC2,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet4 - remote: leaf3-DC2_Ethernet3,PASS,
322,spine1-DC2,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet5 - remote: leaf4-DC2_Ethernet3,PASS,
323,spine1-DC2,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet6 - remote: borderleaf1-DC2_Ethernet3,PASS,
324,spine1-DC2,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet7 - remote: borderleaf2-DC2_Ethernet3,PASS,
325,spine2-DC1,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet2 - remote: leaf1-DC1_Ethernet4,PASS,
326,spine2-DC1,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet3 - remote: leaf2-DC1_Ethernet4,PASS,
327,spine2-DC1,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet4 - remote: leaf3-DC1_Ethernet4,PASS,
328,spine2-DC1,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet5 - remote: leaf4-DC1_Ethernet4,PASS,
329,spine2-DC1,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet6 - remote: borderleaf1-DC1_Ethernet4,PASS,
330,spine2-DC1,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet7 - remote: borderleaf2-DC1_Ethernet4,PASS,
331,spine2-DC2,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet2 - remote: leaf1-DC2_Ethernet4,PASS,
332,spine2-DC2,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet3 - remote: leaf2-DC2_Ethernet4,PASS,
333,spine2-DC2,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet4 - remote: leaf3-DC2_Ethernet4,PASS,
334,spine2-DC2,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet5 - remote: leaf4-DC2_Ethernet4,PASS,
335,spine2-DC2,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet6 - remote: borderleaf1-DC2_Ethernet4,PASS,
336,spine2-DC2,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet7 - remote: borderleaf2-DC2_Ethernet4,PASS,
337,spine3-DC1,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet2 - remote: leaf1-DC1_Ethernet5,PASS,
338,spine3-DC1,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet3 - remote: leaf2-DC1_Ethernet5,PASS,
339,spine3-DC1,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet4 - remote: leaf3-DC1_Ethernet5,PASS,
340,spine3-DC1,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet5 - remote: leaf4-DC1_Ethernet5,PASS,
341,spine3-DC1,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet6 - remote: borderleaf1-DC1_Ethernet5,PASS,
342,spine3-DC1,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet7 - remote: borderleaf2-DC1_Ethernet5,PASS,
343,spine3-DC2,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet2 - remote: leaf1-DC2_Ethernet5,PASS,
344,spine3-DC2,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet3 - remote: leaf2-DC2_Ethernet5,PASS,
345,spine3-DC2,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet4 - remote: leaf3-DC2_Ethernet5,PASS,
346,spine3-DC2,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet5 - remote: leaf4-DC2_Ethernet5,PASS,
347,spine3-DC2,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet6 - remote: borderleaf1-DC2_Ethernet5,PASS,
348,spine3-DC2,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet7 - remote: borderleaf2-DC2_Ethernet5,PASS,
349,borderleaf1-DC1,MLAG,MLAG State active & Status connected,MLAG,PASS,
350,borderleaf1-DC2,MLAG,MLAG State active & Status connected,MLAG,PASS,
351,borderleaf2-DC1,MLAG,MLAG State active & Status connected,MLAG,PASS,
352,borderleaf2-DC2,MLAG,MLAG State active & Status connected,MLAG,PASS,
353,leaf1-DC1,MLAG,MLAG State active & Status connected,MLAG,PASS,
354,leaf1-DC2,MLAG,MLAG State active & Status connected,MLAG,PASS,
355,leaf2-DC1,MLAG,MLAG State active & Status connected,MLAG,PASS,
356,leaf2-DC2,MLAG,MLAG State active & Status connected,MLAG,PASS,
357,leaf3-DC1,MLAG,MLAG State active & Status connected,MLAG,PASS,
358,leaf3-DC2,MLAG,MLAG State active & Status connected,MLAG,PASS,
359,leaf4-DC1,MLAG,MLAG State active & Status connected,MLAG,PASS,
360,leaf4-DC2,MLAG,MLAG State active & Status connected,MLAG,PASS,
361,borderleaf1-DC1,BGP,ArBGP is configured and operating,ArBGP,PASS,
362,borderleaf1-DC2,BGP,ArBGP is configured and operating,ArBGP,PASS,
363,borderleaf2-DC1,BGP,ArBGP is configured and operating,ArBGP,PASS,
364,borderleaf2-DC2,BGP,ArBGP is configured and operating,ArBGP,PASS,
365,leaf1-DC1,BGP,ArBGP is configured and operating,ArBGP,PASS,
366,leaf1-DC2,BGP,ArBGP is configured and operating,ArBGP,PASS,
367,leaf2-DC1,BGP,ArBGP is configured and operating,ArBGP,PASS,
368,leaf2-DC2,BGP,ArBGP is configured and operating,ArBGP,PASS,
369,leaf3-DC1,BGP,ArBGP is configured and operating,ArBGP,PASS,
370,leaf3-DC2,BGP,ArBGP is configured and operating,ArBGP,PASS,
371,leaf4-DC1,BGP,ArBGP is configured and operating,ArBGP,PASS,
372,leaf4-DC2,BGP,ArBGP is configured and operating,ArBGP,PASS,
373,spine1-DC1,BGP,ArBGP is configured and operating,ArBGP,PASS,
374,spine1-DC2,BGP,ArBGP is configured and operating,ArBGP,PASS,
375,spine2-DC1,BGP,ArBGP is configured and operating,ArBGP,PASS,
376,spine2-DC2,BGP,ArBGP is configured and operating,ArBGP,PASS,
377,spine3-DC1,BGP,ArBGP is configured and operating,ArBGP,PASS,
378,spine3-DC2,BGP,ArBGP is configured and operating,ArBGP,PASS,
379,borderleaf1-DC1,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.101.111,PASS,
380,borderleaf1-DC1,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.101.112,PASS,
381,borderleaf1-DC1,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.101.113,PASS,
382,borderleaf1-DC2,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.201.114,PASS,
383,borderleaf1-DC2,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.201.115,PASS,
384,borderleaf1-DC2,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.201.116,PASS,
385,borderleaf2-DC1,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.101.111,PASS,
386,borderleaf2-DC1,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.101.112,PASS,
387,borderleaf2-DC1,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.101.113,PASS,
388,borderleaf2-DC2,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.201.114,PASS,
389,borderleaf2-DC2,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.201.115,PASS,
390,borderleaf2-DC2,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.201.116,PASS,
391,leaf1-DC1,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.101.111,PASS,
392,leaf1-DC1,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.101.112,PASS,
393,leaf1-DC1,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.101.113,PASS,
394,leaf1-DC2,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.201.114,PASS,
395,leaf1-DC2,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.201.115,PASS,
396,leaf1-DC2,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.201.116,PASS,
397,leaf2-DC1,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.101.111,PASS,
398,leaf2-DC1,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.101.112,PASS,
399,leaf2-DC1,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.101.113,PASS,
400,leaf2-DC2,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.201.114,PASS,
401,leaf2-DC2,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.201.115,PASS,
402,leaf2-DC2,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.201.116,PASS,
403,leaf3-DC1,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.101.111,PASS,
404,leaf3-DC1,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.101.112,PASS,
405,leaf3-DC1,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.101.113,PASS,
406,leaf3-DC2,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.201.114,PASS,
407,leaf3-DC2,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.201.115,PASS,
408,leaf3-DC2,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.201.116,PASS,
409,leaf4-DC1,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.101.111,PASS,
410,leaf4-DC1,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.101.112,PASS,
411,leaf4-DC1,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.101.113,PASS,
412,leaf4-DC2,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.201.114,PASS,
413,leaf4-DC2,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.201.115,PASS,
414,leaf4-DC2,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.201.116,PASS,
415,spine1-DC1,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.101.5,PASS,
416,spine1-DC1,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.101.6,PASS,
417,spine1-DC1,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.101.1,PASS,
418,spine1-DC1,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.101.2,PASS,
419,spine1-DC1,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.101.3,PASS,
420,spine1-DC1,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.101.4,PASS,
421,spine1-DC2,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.201.11,PASS,
422,spine1-DC2,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.201.12,PASS,
423,spine1-DC2,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.201.7,PASS,
424,spine1-DC2,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.201.8,PASS,
425,spine1-DC2,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.201.9,PASS,
426,spine1-DC2,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.201.10,PASS,
427,spine2-DC1,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.101.5,PASS,
428,spine2-DC1,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.101.6,PASS,
429,spine2-DC1,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.101.1,PASS,
430,spine2-DC1,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.101.2,PASS,
431,spine2-DC1,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.101.3,PASS,
432,spine2-DC1,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.101.4,PASS,
433,spine2-DC2,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.201.11,PASS,
434,spine2-DC2,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.201.12,PASS,
435,spine2-DC2,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.201.7,PASS,
436,spine2-DC2,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.201.8,PASS,
437,spine2-DC2,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.201.9,PASS,
438,spine2-DC2,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.201.10,PASS,
439,spine3-DC1,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.101.5,PASS,
440,spine3-DC1,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.101.6,PASS,
441,spine3-DC1,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.101.1,PASS,
442,spine3-DC1,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.101.2,PASS,
443,spine3-DC1,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.101.3,PASS,
444,spine3-DC1,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.101.4,PASS,
445,spine3-DC2,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.201.11,PASS,
446,spine3-DC2,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.201.12,PASS,
447,spine3-DC2,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.201.7,PASS,
